player_name,gsis_id,season,week,nfl_team,status,detail,source
Sam Howell,00-0037077,2024,2,SEA,active,"Not among Seahawks inactives: K. Walker, Fant, Nwosu, P. Brown, Oluwatimi (moderate: list may be partial)",https://www.seahawks.com/news/kenneth-walker-iii-george-fant-inactive-for-seahawks-week-2-game-vs-patriots-jerome-baker-tyrel-dodson-active
Michael Penix,00-0039917,2024,3,ATL,active,"Falcons inactives: McClellan, Dorlus, Gwyn, Parker, Orhorhoro",https://www.thefalcoholic.com/2024/9/22/24251701/falcons-chiefs-inactives-no-surprises-for-atlanta-ruke-orhorhoro-brandon-dorlus
Bryce Young,00-0039150,2024,3,CAR,active,"Benched; Panthers inactives: Bartholomew, Castro-Fields, Raym, Kingston, Swinson, Tuttle",https://www.panthers.com/news/week-3-inactives-at-las-vegas
Jake Browning,00-0035100,2024,3,CIN,active,"Bengals inactives: Hudson, Rankins, B.J. Hill, McLachlan, Kirkland, Irwin",https://www.cincyjungle.com/2024/9/23/24252648/bengals-vs-commanders-inactives-vonn-bell-amarius-mims
Kenny Pickett,00-0038102,2024,3,PHI,active,"Backup to Hurts; McKee emergency 3rd QB; Eagles inactives: D. White, Ricks, A.J. Brown, Kinnard, Keegan, B. Young",https://www.philadelphiaeagles.com/news/eagles-vs-saints-inactives-week-3-2024
Sam Howell,00-0037077,2024,3,SEA,active,"Seahawks inactives: K. Walker, Nwosu, J. Baker, Oluwatimi, Laumea, Jerrell, M. Adams",https://www.seahawks.com/news/boye-mafe-derick-hall-active-for-seahawks-week-3-game-vs-dolphins
Michael Penix,00-0039917,2024,4,ATL,active,"Falcons inactives: McClellan, Dorlus, Gwyn, Parker, McGary, Orhorhoro",https://www.atlantafalcons.com/news/falcons-release-inactives-list-ahead-of-week-4-s-nfc-south-rivalry-between-atlanta-and-new-orleans
Bryce Young,00-0039150,2024,4,CAR,active,"Benched; Panthers inactives: Tuttle, D. Lewis, L. Johnson, Castro-Fields, Boone, T. Jackson, Kingston",https://www.panthers.com/news/week-4-inactives-vs-cincinnati
Jake Browning,00-0035100,2024,4,CIN,active,"Bengals inactives: McLachlan, Hudson, B.J. Hill, Rankins",https://www.bengals.com/news/week-4-inactives-bengals-at-panthers
Drake Maye,00-0039851,2024,4,NE,active,"Backup to Brissett; Patriots inactives: Lowe, M. Jordan, Jennings, J. Bell, Kromah, Milton (emergency 3rd QB)",https://www.patriots.com/news/week-4-inactives-patriots-at-49ers
Javon Baker,00-0039853,2024,4,NE,active,"Not among Patriots inactives: Lowe, M. Jordan, Jennings, J. Bell, Kromah, Milton",https://www.patspulpit.com/2024/9/29/24257617/patriots-49ers-inactives-nfl-week-4
Malachi Corley,00-0039920,2024,4,NYJ,active,"Jets inactives: Abanikanda, Bernard-Converse, Mosley, Warren, Moses, McGregor, L. Taylor",https://www.newyorkjets.com/news/jets-vs-broncos-game-inactives-week-4-2024
Kenny Pickett,00-0038102,2024,4,PHI,active,"Backup; Eagles inactives: L. Johnson, A.J. Brown, D. Smith, D. White, McKee, Keegan, B. Young",https://www.philadelphiaeagles.com/news/eagles-vs-buccaneers-inactives-september-29-2024-nfl-week-4
Trey Benson,00-0039921,2024,5,ARI,active,"Cardinals inactives: Prater, G. Williams, Dimukeje, X. Thomas, I. Adams, Vokolek, Weaver",https://www.si.com/nfl/cardinals/onsi/news/arizona-cardinals-inactives-in-out-49ers-week-5
Michael Penix,00-0039917,2024,5,ATL,active,"Falcons inactives: Wilkinson, Gwyn, Street, Dorlus, McClellan",https://www.atlantafalcons.com/news/falcons-release-inactives-list-ahead-of-thursday-night-football-game-vs-tampa-bay-buccaneers
Jake Browning,00-0035100,2024,5,CIN,active,"Bengals inactives: Irwin, Hilton, C. Johnson, McLachlan, Hudson, Rankins",https://www.cincyjungle.com/2024/10/6/24263500/bengals-vs-ravens-inactives-mike-hilton-andrew-vorhees-out
Luke Musgrave,00-0039144,2024,5,GB,active,Questionable but active; did not play a snap,https://www.packers.com/news/packers-rams-inactives-week-5-2024
Drake Maye,00-0039851,2024,5,NE,active,"Patriots inactives: Peppers, Osborn, Baker, Dugger, Kromah, J. Bell, Milton",https://www.patriots.com/news/week-5-inactives-dolphins-at-patriots
Michael Penix,00-0039917,2024,6,ATL,active,"Falcons inactives: McClellan, Andersen, Dorlus, Gwyn, Wilkinson, Parker, Street",https://www.atlantafalcons.com/news/falcons-release-inactives-ahead-of-week-6-matchup-with-carolina-panthers
Bryce Young,00-0039150,2024,6,CAR,active,"Panthers inactives: Clowney, Bartholomew, Jewell, Raym, Kingston, Moton, Tremble",https://www.panthers.com/news/week-6-inactives-vs-atlanta
Jake Browning,00-0035100,2024,6,CIN,active,"Bengals inactives: Burton, C. Johnson, Stueber, Guy, McLachlan, Tufele",https://www.bengals.com/news/week-6-inactives-bengals-at-giants
Gardner Minshew,00-0035289,2024,6,LV,active,"Benched for O'Connell; Raiders inactives: Z. White, Meyers, Adams, Webb, Eichenberg, Munford, J. Robinson",https://www.raiders.com/news/las-vegas-raiders-nfl-week-6-inactives-vs-pittsburgh-steelers-101324
K.J. Osborn,00-0036345,2024,6,NE,active,"Cleared (shoulder); Patriots inactives: Baker, Thornton, Milton, Stevenson, Cardona, L. Robinson, E. Johnson",https://www.patriots.com/news/week-6-inactives-texans-at-patriots
Kenny Pickett,00-0038102,2024,6,PHI,active,"Backup; Eagles inactives: McKee (3rd QB), Ricks, Gates, Kinnard, Keegan, B. Young",https://www.philadelphiaeagles.com/news/browns-vs-eagles-inactives-week-6-2024
Jake Browning,00-0035100,2024,7,CIN,active,"Bengals inactives: Guy, Irwin, C. Johnson, McLachlan, Stueber, Tufele",https://www.bengals.com/news/week-7-inactives-bengals-at-browns
Joe Flacco,00-0026158,2024,7,IND,active,"Backup to Richardson; Colts inactives: Ehlinger (emergency 3rd QB), Gould, J. Taylor, Lammons, Speed, Pinter, Avery",https://www.colts.com/news/colts-announce-7-inactive-players-week-7-game-miami-dolphins
Justin Fields,00-0036945,2024,7,PIT,active,"Backup to Russell Wilson with a package of plays; Steelers inactives incl. Patterson, Herbig, Frazier, R. Wilson",https://steelersdepot.com/2024/10/steelers-vs-jets-inactives-for-week-7/
Michael Penix,00-0039917,2024,8,ATL,active,"Falcons inactives: McClellan, Simmons, Andersen, Dorlus, Wilkinson, Parker, Street",https://www.atlantafalcons.com/news/week-8-inactives-atlanta-falcons-vs-tampa-bay-buccaneers-justin-simmons
Dorian Thompson-Robinson,00-0038583,2024,8,CLE,active,"Winston started; Browns inactives: Zappe (3QB), Hickman, J. Ford, Hicks, Wills, Q. Jefferson",https://www.clevelandbrowns.com/news/browns-announce-inactives-for-week-8-vs-ravens
Kenny Pickett,00-0038102,2024,8,PHI,active,"Eagles inactives: Becton, Goedert, Keegan, McKee (3rd QB), Ricks",https://www.philadelphiaeagles.com/news/eagles-vs-bengals-inactives-week-8-2024
Michael Penix,00-0039917,2024,9,ATL,active,"Falcons inactives: Andersen, McClellan, Bertrand, Dorlus, Gwyn, Wilkinson, Parker",https://www.atlantafalcons.com/news/atlanta-falcons-inactives-for-week-9-vs-dallas-cowboys
Anthony Richardson,00-0039164,2024,9,IND,active,"Benched; active backup to Flacco; Colts inactives: Avery, Ehlinger (emergency 3rd QB), Gotsis, Gould, Raimann",https://www.si.com/nfl/colts/onsi/news/colts-vikings-inactives-sunday-night-football-week-9
Kenny Pickett,00-0038102,2024,9,PHI,active,"Eagles inactives: Goedert, Slay, McCollum, McKee (emergency QB), Kinnard, Keegan",https://www.bleedinggreennation.com/2024/11/3/24286833/eagles-jaguars-inactives-brian-thomas-jr-gabe-davis-travis-etienne-tank-bigsby-dallas-goedert-nfl
Michael Penix,00-0039917,2024,10,ATL,active,"Falcons inactives: Bertrand, McClellan, Dorlus, Gwyn, Wilkinson, R. Evans, Parker",https://www.atlantafalcons.com/news/atlanta-falcons-inactives-week-10-vs-new-orleans-saints-drake-london
Anthony Richardson,00-0039164,2024,10,IND,active,"Benched to backup; Colts inactives: Avery, Ehlinger (emergency QB3), Gotsis, Gould, D. Hall, Pittman",https://www.colts.com/news/colts-6-inactive-players-week-10-game-vs-buffalo-bills-michael-pittman
Justin Fields,00-0036945,2024,10,PIT,active,"Backup; Kyle Allen emergency 3rd QB; Steelers inactives: Herbig, K. Allen, S. Miller, Henderson, Scharping",https://steelersdepot.com/2024/11/steelers-vs-commanders-inactives-for-week-10/
Jalen McMillan,00-0039855,2024,10,TB,active,Questionable (hamstring) but active vs 49ers,https://www.pewterreport.com/bucs-vs-49ers-gameday-inactives-for-week-10/
Kenny Pickett,00-0038102,2024,11,PHI,active,"Eagles inactives: Gates, Keegan, Kinnard, McCollum, McKee (3rd QB), Ricks",https://www.bleedinggreennation.com/2024/11/14/24296613/eagles-vs-commanders-inactives-nfl-news-week-11
Michael Penix,00-0039917,2024,13,ATL,active,"Falcons inactives: M. Hughes, McClellan, Bertrand, R. Patterson, R. Evans, Wilkinson, Parker",https://www.atlantafalcons.com/news/atlanta-falcons-inactives-for-week-13-vs-los-angeles-chargers
Diontae Johnson,00-0035216,2024,13,BAL,active,"Dressed but refused to enter the game (later suspended for it) - active, did not play",https://www.nfl.com/news/ravens-suspend-wr-diontae-johnson-one-game-for-refusing-to-enter-week-13-loss-to-eagles
Kenny Pickett,00-0038102,2024,13,PHI,active,"Eagles inactives: Slay, D. Smith, McKee, Gates, Kinnard, Keegan, J. Wilson",https://www.philadelphiaeagles.com/news/eagles-vs-ravens-inactives-week-13-2024
Michael Penix,00-0039917,2024,14,ATL,active,"Falcons inactives: N. Brooks, R. Evans, McClellan, Parker, C. Washington, Wilkinson",https://www.atlantafalcons.com/news/falcons-inactives-for-week-14-vs-minnesota-vikings
Kenny Pickett,00-0038102,2024,14,PHI,active,"Eagles inactives: Blankenship, S. Brown, Covey, Gates, Kinnard, Keegan, McKee (emergency QB)",https://www.philadelphiaeagles.com/news/panthers-vs-eagles-inactives-week-14-2024
Justin Fields,00-0036945,2024,14,PIT,active,"Backup; Steelers inactives: K. Allen (3rd QB), Pickens, Scharping, Lowry, Trice",https://www.steelers.com/news/steelers-inactives-for-week-14-vs-browns
Michael Penix,00-0039917,2024,15,ATL,active,"Falcons inactives: Carlos Washington Jr., R. Evans, Dorlus, Wilkinson, Parker, Casey Washington",https://www.atlantafalcons.com/news/atlanta-falcons-inactives-for-week-15-matchup-with-las-vegas-raiders
Kenny Pickett,00-0038102,2024,15,PHI,active,"Eagles inactives: McKee (3rd QB), Covey, Keegan, Gates, Kinnard, Ricks",https://www.philadelphiaeagles.com/news/steelers-vs-eagles-inactives-week-15-2024
Kirk Cousins,00-0029604,2024,16,ATL,active,"Benched, backup to Penix; Falcons inactives: Carlos Washington, Dorlus, Wilkinson, Parker, Casey Washington, Drummond",https://www.atlantafalcons.com/news/atlanta-falcons-inactives-for-week-16-matchup-with-the-new-york-giants
Jaylen Wright,00-0039874,2024,16,MIA,active,"Active (one of four RBs) but did not play; Dolphins inactives: Waddle, Bonner, Tindall, M. Kamara, A. Meyer, Eskridge",https://www.thephinsider.com/miami-dolphins-injuries/2024/12/22/24327413/miami-dolphins-inactive-players-vs-san-francisco-49ers-week-16-schedule
Malachi Corley,00-0039920,2024,16,NYJ,active,"Active but did not play a snap; Jets inactives: M. Carter II, Bernard-Converse, Hanson, Simpson, Newman, Q. Williams",https://www.newyorkjets.com/news/jets-vs-rams-game-inactives-week-16-2024
Israel Abanikanda,00-0038389,2024,16,SF,active,"49ers inactives: Beal, K. Davis, Dobbs, Guerendo, Tonges, T. Williams, Ya-Sin",https://www.49erswebzone.com/articles/187417-these-49ers-players-inactive-dolphins/
Will Levis,00-0039152,2024,16,TEN,active,Benched; backup to Mason Rudolph (moderate: no inactive list quoted),https://www.nfl.com/news/titans-bench-qb-will-levis-will-start-mason-rudolph-vs-colts
Kirk Cousins,00-0029604,2024,17,ATL,active,"Backup to Penix; Falcons inactives: Carlos Washington, K. King, Dorlus, Wilkinson, Wheatley, Parker, Casey Washington",https://www.atlantafalcons.com/news/atlanta-falcons-inactives-for-week-17-vs-washington-commanders
Will Levis,00-0039152,2024,17,TEN,active,"Backup to Rudolph; Titans inactives: Folk, J. Jackson, Pollard, Hooker, Reese, Radunz, Petit-Frere",https://www.tennesseetitans.com/news/game-inactives-week-17-titans-at-jaguars
Dillon Gabriel,00-0040704,2025,1,CLE,active,"Browns inactives: S. Sanders (3QB), M. Hall, Zinter, Leveston, Larvadain",https://www.clevelandbrowns.com/news/browns-announce-inactives-for-week-1-vs-bengals
Anthony Richardson,00-0039164,2025,1,IND,active,"Backup to D. Jones; Colts inactives: Leonard (3rd QB), Goodson, J. Edwards, Muma, Tenuta, Mallory, Tuimoloau",https://www.colts.com/news/colts-announce-7-inactive-players-for-week-1-game-vs-miami-dolphins
Jaxson Dart,00-0040691,2025,1,NYG,active,"Giants inactives: A. Thomas, Brade, E. Neal, Fidone, D. Alexander, Winston (3rd QB)",https://www.giants.com/news/nfl-week-1-inactives-andrew-thomas-malik-nabers-injury-report-commanders
Anthony Richardson,00-0039164,2025,2,IND,active,"Colts inactives: C. Ward, R. Leonard (3rd QB), Goodson, Tenuta, Mallory, Latu",https://www.colts.com/news/colts-announce-6-inactive-players-for-week-2-game-vs-denver-broncos
Devin Neal,00-0040202,2025,2,NO,active,"Saints inactives: Palmer, R. Wright, Penning, Truss, Boyd, Bullard, C. Young",https://www.neworleanssaints.com/news/new-orleans-saints-inactives-san-francisco-49ers-2025-nfl-week-2-gameday
Tyler Shough,00-0040743,2025,2,NO,active,"Saints inactives: Palmer, R. Wright, Penning, Truss, Boyd, Bullard, C. Young",https://www.neworleanssaints.com/news/new-orleans-saints-inactives-san-francisco-49ers-2025-nfl-week-2-gameday
Dillon Gabriel,00-0040704,2025,3,CLE,active,"Browns inactives: S. Sanders (3rd QB), Kazee, C. Mitchell, R. Sanders, M. Hall, Zinter, Conklin",https://www.clevelandbrowns.com/news/browns-announce-inactives-for-week-3-vs-the-packers
Jalen Royals,00-0040646,2025,3,KC,active,Questionable (knee) but active for NFL debut,https://www.arrowheadpride.com/kansas-city-chiefs-injuries/182051/chiefs-giants-inactives-jalen-royals-will-play
Jaylen Wright,00-0039874,2025,3,MIA,active,Not among Dolphins inactives; active but did not play a snap,https://sports.yahoo.com/article/miami-dolphins-jaylen-waddle-expects-223508750.html
Kaleb Johnson,00-0040142,2025,3,PIT,active,"Steelers inactives: Porter Jr., Elliott, Highsmith, Peat, Otomewo",https://www.steelers.com/news/steelers-inactives-for-week-3-at-patriots
Anthony Richardson,00-0039164,2025,4,IND,active,"QB2 behind Jones; Colts inactives: Goncalves, K. Moore, Pierce, Leonard (3rd QB), E. Johnson, Mallory, Tenuta",https://www.colts.com/news/colts-announce-7-inactive-players-for-week-4-game-vs-los-angeles-rams
Jaylen Wright,00-0039874,2025,4,MIA,active,"Dolphins inactives: Ewers (emergency QB), Bonner, Duck, T. Washington, Biggers",https://sports.yahoo.com/article/dolphins-vs-jets-inactives-miami-215408311.html
Jalen Milroe,00-0040673,2025,4,SEA,active,"Seahawks inactives: Emmanwori, Ivey, O'Toole, Josh Jones, Richman, Kallerup, C. White",https://sports.yahoo.com/article/seahawks-nick-emmanwori-6-others-225002527.html
Russell Wilson,00-0029263,2025,5,NYG,active,"QB2 behind Dart; Giants inactives: Flannigan-Fowles, Tracy, E. Neal, E. Garcia, Winston (3rd QB)",https://www.giants.com/news/nfl-week-5-inactives-giants-saints-injury-report-statuses-tyrone-tracy-jr-malik-nabers
Shedeur Sanders,00-0040668,2025,6,CLE,active,"Active for first time as QB2; Browns inactives: Bernard-Converse, R. Sanders, M. Hall, Munford, Zinter, Lucas",https://www.clevelandbrowns.com/news/browns-announce-inactives-for-week-6-vs-the-steelers
Riley Leonard,00-0040206,2025,6,IND,active,QB2 after Richardson hurt in warmups (Richardson inactive); Leonard played final two drives? check snaps,https://www.cbssports.com/fantasy/football/news/colts-riley-leonard-debuts-for-final-two-drives
Shedeur Sanders,00-0040668,2025,7,CLE,active,"QB2 behind Gabriel; Browns inactives: Bernard-Converse, R. Sanders, M. Hall, Conklin, Njoku",https://www.clevelandbrowns.com/news/browns-announce-inactives-for-week-7-against-the-dolphins
Riley Leonard,00-0040206,2025,7,IND,active,"QB2 behind Jones; Colts inactives: Downs, Dulin, Goodson, Lowery, Tenuta, Mallory, E. Johnson",https://www.colts.com/news/colts-announce-7-inactive-players-for-week-7-game-at-los-angeles-chargers
Russell Wilson,00-0029263,2025,7,NYG,active,"QB2 behind Dart; Giants inactives: Bozeman, Flannigan-Fowles, Golston, E. Neal, Schmitz, Slayton, Winston (3rd QB)",https://www.giants.com/news/nfl-week-7-inactives-denver-broncos-abdul-carter-status-darius-slayton-john-michael-schmitz
Kaleb Johnson,00-0040142,2025,7,PIT,active,"Steelers inactives: C. Austin, Peat, L. Lee, Leal",https://www.steelers.com/news/steelers-inactives-for-week-7-at-bengals
Russell Wilson,00-0029263,2025,8,NYG,active,"Giants inactives: Adebo, Golston, Holland, Hudson, Hyatt, E. Neal, Winston (3rd QB) (one search summary wrongly said Wilson inactive)",https://www.giants.com/news/nfl-week-8-inactives-who-s-in-who-s-out-eagles-injury-report-aj-brown
Kaleb Johnson,00-0040142,2025,8,PIT,active,"Steelers inactives: S. Miller, Peat, L. Lee, Leal",https://www.steelers.com/news/steelers-inactives-for-week-8-vs-packers
Riley Leonard,00-0040206,2025,9,IND,active,"QB2 behind Jones; Colts inactives: Ebukam, Gould, T. Lewis, Mallory, Tenuta, Giddens, Lowery",https://www.colts.com/news/colts-announce-7-inactive-players-for-week-9-game-at-steelers
Russell Wilson,00-0029263,2025,9,NYG,active,"Giants inactives: Adebo, Bellinger, Eluemunor, Flott, Golston, Holland, Winston (3rd QB)",https://www.giants.com/news/nfl-week-9-inactives-49ers-giants-jermaine-eluemunor-daniel-bellinger-cor-dale-flott-paulson-adebo
Kirk Cousins,00-0029604,2025,10,ATL,active,"QB2 behind Penix; Falcons inactives: Hughes, Fuller, Floyd, Stueber, Bergeron, Gray, London",https://www.atlantafalcons.com/news/atlanta-falcons-inactives-indianapolis-colts-berlin-germany
Shedeur Sanders,00-0040668,2025,10,CLE,active,"QB2 (back injury in week, cleared); Browns inactives: I. Bond, R. Sanders, Zinter, Lucas, Bates",https://x.com/jsproinsider/status/1987562423964885001
Riley Leonard,00-0040206,2025,10,IND,active,"QB2 behind Jones; Colts inactives: Ebukam, Gould, T. Lewis, Giddens, Lowery, Mallory, Tenuta",https://www.colts.com/news/colts-announce-7-inactive-players-for-week-10-game-vs-atlanta-falcons
Riley Leonard,00-0040206,2025,12,IND,active,"QB2 behind Jones; Colts inactives (all healthy scratches): Giddens, J. Edwards, Lowery, Tenuta, Mallory",https://www.colts.com/news/colts-announce-5-inactive-players-for-week-12-game-vs-kansas-city-chiefs
Jalin Hyatt,00-0038938,2025,12,NYG,active,"Giants inactives: Adebo, Banks, Dart, Hudson, Nubin, Thibodeaux",https://www.giants.com/news/nfl-week-12-inactives-detroit-lions-jaxson-dart-kayvon-thibodeaux-paulson-adebo-tyler-nubin-deonte-banks
Justin Fields,00-0036945,2025,12,NYJ,active,"Benched, QB2 behind T. Taylor; Jets inactives: T. Johnson, Herbert, M. Smith, J. Woods, Baron",https://www.newyorkjets.com/news/jets-ravens-game-inactives-11-23-2025
Kaleb Johnson,00-0040142,2025,12,PIT,active,"Steelers inactives: Rodgers, Highsmith, Peat, Martin-Rhodes, L. Lee",https://www.steelers.com/news/steelers-inactives-for-week-12-at-bears
Joe Flacco,00-0026158,2025,13,CIN,active,"QB2 behind returning Burrow; Bengals inactives: Higgins, Hendrickson, Burton, Brooks, Browning (QB), Grandy, Sample (moderate: team page 403, list via search snippet)",https://www.cincyjungle.com/cincinnati-bengals-injuries/181651/ravens-inactives-jermaine-burton-cam-sample
Riley Leonard,00-0040206,2025,13,IND,active,"QB2 behind Jones; Colts inactives: Giddens, J. Edwards, Lowery, Tenuta, Mallory, E. Johnson",https://www.colts.com/news/colts-announce-6-inactive-players-for-week-13-game-vs-houston-texans-tyler-warren
Justin Fields,00-0036945,2025,13,NYJ,active,"QB2 behind T. Taylor; Jets inactives: Brownlee, Herbert, McGregor, M. Smith, A. Smith, J. Woods, Baron",https://www.newyorkjets.com/news/jets-falcons-game-inactives-11-30-2025
Dillon Gabriel,00-0040704,2025,14,CLE,active,"QB2 behind S. Sanders; Browns inactives: R. Sanders, Teller, Conklin, Thrash, Bates, Huntington",https://www.clevelandbrowns.com/news/browns-announce-inactives-for-week-14-vs-the-titans
Rome Odunze,00-0039919,2025,15,CHI,ruled_out_pregame,Officially ACTIVE but aggravated foot injury in pregame warmups and was ruled out before kickoff; did not play (needs-human-judgment: kept injured),https://www.espn.com/nfl/story/_/id/47304596/bears-rome-odunze-aggravating-foot-injury
Dillon Gabriel,00-0040704,2025,15,CLE,active,"QB2 behind S. Sanders; Browns inactives: Ward, Sampson, Zinter, Teller, Conklin, Njoku, Huntington",https://www.clevelandbrowns.com/news/browns-announce-inactives-for-week-15-vs-the-bears-x2153
Riley Leonard,00-0040206,2025,15,IND,active,"QB2 behind Rivers; Colts inactives: Gardner, Gould, Rypien (3rd QB), Giddens, Lowery, Carlies, Mallory",https://www.colts.com/news/colts-announce-7-inactive-players-for-week-15-game-against-seattle-seahawks
Jalen Royals,00-0040646,2025,15,KC,active,"Chiefs inactives: M. Brown, Wiley, McDuffie, E. Mitchell, T. Smith, J. Taylor, Pickens",https://www.chiefs.com/news/week-15-inactive-players-chiefs-vs-chargers
Mac Jones,00-0036972,2025,17,SF,active,"QB2 behind Purdy; 49ers inactives: Watkins, Beal, Guerendo, Givens, R. Green, C. Robinson, Kittle",https://www.49ers.com/news/george-kittle-out-ricky-pearsall-active-vs-bears-inactives-for-week-17-chivssf
