sheet,stat,scope,scale,phrase_when_rises,phrase_when_falls
team_year,% of starters boom,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest % of starters boom this season (<value>).,<team> is on pace for <N>th-lowest % of starters boom this season (<value>).
team_year,% of starters upper quartile,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest % of starters upper quartile this season (<value>).,<team> is on pace for <N>th-lowest % of starters upper quartile this season (<value>).
team_year,% of starters middle 50%,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest % of starters middle 50% this season (<value>).,<team> is on pace for <N>th-lowest % of starters middle 50% this season (<value>).
team_year,% of starters lower quartile,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest % of starters lower quartile this season (<value>).,<team> is on pace for <N>th-lowest % of starters lower quartile this season (<value>).
team_year,% of starters bust,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest % of starters bust this season (<value>).,<team> is on pace for <N>th-lowest % of starters bust this season (<value>).
team_year,Number of cuffs rostered,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Number of cuffs rostered this season (<value>).,<team> is on pace for <N>th-lowest Number of cuffs rostered this season (<value>).
team_year,Number of cuffs started,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Number of cuffs started this season (<value>).,<team> is on pace for <N>th-lowest Number of cuffs started this season (<value>).
team_year,Startup draft players remaining,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest Startup draft players remaining this season (<value>).,<team> is on pace for <N>th-lowest Startup draft players remaining this season (<value>).
team_year,Tanking,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Tanking this season (<value>).,<team> is on pace for <N>th-lowest Tanking this season (<value>).
team_year,Losses from hardship,"yearly record (new single-season high, any year)",n/a,<team> sets a new single-season record for Losses from hardship (<value>) — most in any season.,
team_year,Losses from byes,"yearly record (new single-season high, any year)",n/a,<team> sets a new single-season record for Losses from byes (<value>) — most in any season.,
team_year,Wins from byes,"yearly record (new single-season high, any year)",n/a,<team> sets a new single-season record for Wins from byes (<value>) — most in any season.,
team_year,Losses from hardship (2-sided),"yearly record (new single-season high, any year)",n/a,<team> sets a new single-season record for Losses from hardship (2-sided) (<value>) — most in any season.,
team_year,Wins from hardship (2-sided),"yearly record (new single-season high, any year)",n/a,<team> sets a new single-season record for Wins from hardship (2-sided) (<value>) — most in any season.,
team_year,Weeks of injuries,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Weeks of injuries this season (<value>).,<team> is on pace for <N>th-lowest Weeks of injuries this season (<value>).
team_year,Weeks suspensions,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Weeks suspensions this season (<value>).,<team> is on pace for <N>th-lowest Weeks suspensions this season (<value>).
team_year,Weeks of starter injuries,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Weeks of starter injuries this season (<value>).,<team> is on pace for <N>th-lowest Weeks of starter injuries this season (<value>).
team_year,Weeks of starter suspensions,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Weeks of starter suspensions this season (<value>).,<team> is on pace for <N>th-lowest Weeks of starter suspensions this season (<value>).
team_year,Hardship,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Hardship this season (<value>).,<team> is on pace for <N>th-lowest Hardship this season (<value>).
team_year,Starter-adjusted Hardship,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Starter-adjusted Hardship this season (<value>).,<team> is on pace for <N>th-lowest Starter-adjusted Hardship this season (<value>).
team_year,Luck,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Luck this season (<value>).,<team> is on pace for <N>th-lowest Luck this season (<value>).
team_year,Draft Value,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Draft Value this season (<value>).,<team> is on pace for <N>th-lowest Draft Value this season (<value>).
team_year,3-year roster retention rate,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest 3-year roster retention rate this season (<value>).,<team> is on pace for <N>th-lowest 3-year roster retention rate this season (<value>).
team_year,Number of first round picks made,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Number of first round picks made this season (<value>).,<team> is on pace for <N>th-lowest Number of first round picks made this season (<value>).
team_year,Total number of picks made,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Total number of picks made this season (<value>).,<team> is on pace for <N>th-lowest Total number of picks made this season (<value>).
team_year,Offseason starter turnover,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Offseason starter turnover this season (<value>).,<team> is on pace for <N>th-lowest Offseason starter turnover this season (<value>).
team_year,Inseason starter turnover,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Inseason starter turnover this season (<value>).,<team> is on pace for <N>th-lowest Inseason starter turnover this season (<value>).
team_year,Offseason roster turnover,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Offseason roster turnover this season (<value>).,<team> is on pace for <N>th-lowest Offseason roster turnover this season (<value>).
team_year,Inseason roster turnover,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Inseason roster turnover this season (<value>).,<team> is on pace for <N>th-lowest Inseason roster turnover this season (<value>).
team_year,Number of Add/Drops,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Number of Add/Drops this season (<value>).,<team> is on pace for <N>th-lowest Number of Add/Drops this season (<value>).
team_year,Number of waiver adds,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Number of waiver adds this season (<value>).,<team> is on pace for <N>th-lowest Number of waiver adds this season (<value>).
team_year,Number of free agency adds,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest Number of free agency adds this season (<value>).,<team> is on pace for <N>th-lowest Number of free agency adds this season (<value>).
team_year,Number of pure drops,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Number of pure drops this season (<value>).,<team> is on pace for <N>th-lowest Number of pure drops this season (<value>).
team_year,Offseason trades,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Offseason trades this season (<value>).,<team> is on pace for <N>th-lowest Offseason trades this season (<value>).
team_year,Inseason trades,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Inseason trades this season (<value>).,<team> is on pace for <N>th-lowest Inseason trades this season (<value>).
team_year,Total trades,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Total trades this season (<value>).,<team> is on pace for <N>th-lowest Total trades this season (<value>).
team_year,Total transactions,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Total transactions this season (<value>).,<team> is on pace for <N>th-lowest Total transactions this season (<value>).
team_year,Amount of FAAB spent,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Amount of FAAB spent this season (<value>).,<team> is on pace for <N>th-lowest Amount of FAAB spent this season (<value>).
team_year,Future draft capital,yearly on-pace (from week 5; top/bottom 5),scaled by weeks played,<team> is on pace for <N>th-highest Future draft capital this season (<value>).,<team> is on pace for <N>th-lowest Future draft capital this season (<value>).
team_year,Change in win % from previous season,yearly on-pace (from week 5; top/bottom 5),as-is (rate/level),<team> is on pace for <N>th-highest Change in win % from previous season this season (<value>).,<team> is on pace for <N>th-lowest Change in win % from previous season this season (<value>).
league_year,(smallest) Playoff tiebreaker,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest (smallest) Playoff tiebreaker this season (<value>).,The league is on pace for <N>th-lowest (smallest) Playoff tiebreaker this season (<value>).
league_year,PF,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest PF this season (<value>).,The league is on pace for <N>th-lowest PF this season (<value>).
league_year,Avg PF,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Avg PF this season (<value>).,The league is on pace for <N>th-lowest Avg PF this season (<value>).
league_year,Avg margin,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Avg margin this season (<value>).,The league is on pace for <N>th-lowest Avg margin this season (<value>).
league_year,Margin range,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Margin range this season (<value>).,The league is on pace for <N>th-lowest Margin range this season (<value>).
league_year,Number of games within 10,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of games within 10 this season (<value>).,The league is on pace for <N>th-lowest Number of games within 10 this season (<value>).
league_year,Number of games within 5,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of games within 5 this season (<value>).,The league is on pace for <N>th-lowest Number of games within 5 this season (<value>).
league_year,UPST,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest UPST this season (<value>).,The league is on pace for <N>th-lowest UPST this season (<value>).
league_year,PF Range,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest PF Range this season (<value>).,The league is on pace for <N>th-lowest PF Range this season (<value>).
league_year,Max PF,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Max PF this season (<value>).,The league is on pace for <N>th-lowest Max PF this season (<value>).
league_year,Avg max PF,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Avg max PF this season (<value>).,The league is on pace for <N>th-lowest Avg max PF this season (<value>).
league_year,Efficiency,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Efficiency this season (<value>).,The league is on pace for <N>th-lowest Efficiency this season (<value>).
league_year,Increase in points from previous week,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Increase in points from previous week this season (<value>).,The league is on pace for <N>th-lowest Increase in points from previous week this season (<value>).
league_year,Highest starter score,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Highest starter score this season (<value>).,The league is on pace for <N>th-lowest Highest starter score this season (<value>).
league_year,Lowest starter score,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Lowest starter score this season (<value>).,The league is on pace for <N>th-lowest Lowest starter score this season (<value>).
league_year,Number of QB started,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of QB started this season (<value>).,The league is on pace for <N>th-lowest Number of QB started this season (<value>).
league_year,Number of WR started,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of WR started this season (<value>).,The league is on pace for <N>th-lowest Number of WR started this season (<value>).
league_year,Number of RB started,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of RB started this season (<value>).,The league is on pace for <N>th-lowest Number of RB started this season (<value>).
league_year,Number of TE started,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of TE started this season (<value>).,The league is on pace for <N>th-lowest Number of TE started this season (<value>).
league_year,Number of QB rostered,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of QB rostered this season (<value>).,The league is on pace for <N>th-lowest Number of QB rostered this season (<value>).
league_year,Number of WR rostered,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of WR rostered this season (<value>).,The league is on pace for <N>th-lowest Number of WR rostered this season (<value>).
league_year,Number of RB rostered,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of RB rostered this season (<value>).,The league is on pace for <N>th-lowest Number of RB rostered this season (<value>).
league_year,Number of TE rostered,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of TE rostered this season (<value>).,The league is on pace for <N>th-lowest Number of TE rostered this season (<value>).
league_year,Most number of players started from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of players started from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of players started from same NFL team this season (<value>).
league_year,Most number of players rostered from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of players rostered from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of players rostered from same NFL team this season (<value>).
league_year,Most number of QBs started from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of QBs started from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of QBs started from same NFL team this season (<value>).
league_year,Most number of QBs rostered from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of QBs rostered from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of QBs rostered from same NFL team this season (<value>).
league_year,Most number of RBs started from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of RBs started from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of RBs started from same NFL team this season (<value>).
league_year,Most number of RBs rostered from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of RBs rostered from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of RBs rostered from same NFL team this season (<value>).
league_year,Most number of WR started from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of WR started from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of WR started from same NFL team this season (<value>).
league_year,Most number of WR rostered from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of WR rostered from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of WR rostered from same NFL team this season (<value>).
league_year,Most number of TE started from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of TE started from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of TE started from same NFL team this season (<value>).
league_year,Most number of TE rostered from same NFL team,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Most number of TE rostered from same NFL team this season (<value>).,The league is on pace for <N>th-lowest Most number of TE rostered from same NFL team this season (<value>).
league_year,Number of NFL teams among starting players,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of NFL teams among starting players this season (<value>).,The league is on pace for <N>th-lowest Number of NFL teams among starting players this season (<value>).
league_year,Number of NFL teams among rostered players,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of NFL teams among rostered players this season (<value>).,The league is on pace for <N>th-lowest Number of NFL teams among rostered players this season (<value>).
league_year,Stacks,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Stacks this season (<value>).,The league is on pace for <N>th-lowest Stacks this season (<value>).
league_year,Number of rookies started,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of rookies started this season (<value>).,The league is on pace for <N>th-lowest Number of rookies started this season (<value>).
league_year,Number of rookies rostered,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of rookies rostered this season (<value>).,The league is on pace for <N>th-lowest Number of rookies rostered this season (<value>).
league_year,% of players drafted,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest % of players drafted this season (<value>).,The league is on pace for <N>th-lowest % of players drafted this season (<value>).
league_year,% of 3rd year+ players drafted,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest % of 3rd year+ players drafted this season (<value>).,The league is on pace for <N>th-lowest % of 3rd year+ players drafted this season (<value>).
league_year,Player average age,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Player average age this season (<value>).,The league is on pace for <N>th-lowest Player average age this season (<value>).
league_year,Team age including picks,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Team age including picks this season (<value>).,The league is on pace for <N>th-lowest Team age including picks this season (<value>).
league_year,Difference between highest and lowest starters,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Difference between highest and lowest starters this season (<value>).,The league is on pace for <N>th-lowest Difference between highest and lowest starters this season (<value>).
league_year,Donuts (roster),"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Donuts (roster) this season (<value>).,The league is on pace for <N>th-lowest Donuts (roster) this season (<value>).
league_year,Donuts (starters),"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Donuts (starters) this season (<value>).,The league is on pace for <N>th-lowest Donuts (starters) this season (<value>).
league_year,Players under 10 pts (roster),"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Players under 10 pts (roster) this season (<value>).,The league is on pace for <N>th-lowest Players under 10 pts (roster) this season (<value>).
league_year,Players over 20 pts (roster),"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Players over 20 pts (roster) this season (<value>).,The league is on pace for <N>th-lowest Players over 20 pts (roster) this season (<value>).
league_year,Players over 30 pts (roster),"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Players over 30 pts (roster) this season (<value>).,The league is on pace for <N>th-lowest Players over 30 pts (roster) this season (<value>).
league_year,Players over 40 pts (roster),"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Players over 40 pts (roster) this season (<value>).,The league is on pace for <N>th-lowest Players over 40 pts (roster) this season (<value>).
league_year,Players over 50 pts (roster),"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Players over 50 pts (roster) this season (<value>).,The league is on pace for <N>th-lowest Players over 50 pts (roster) this season (<value>).
league_year,% of starters boom,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest % of starters boom this season (<value>).,The league is on pace for <N>th-lowest % of starters boom this season (<value>).
league_year,% of starters upper quartile,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest % of starters upper quartile this season (<value>).,The league is on pace for <N>th-lowest % of starters upper quartile this season (<value>).
league_year,% of starters middle 50%,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest % of starters middle 50% this season (<value>).,The league is on pace for <N>th-lowest % of starters middle 50% this season (<value>).
league_year,% of starters lower quartile,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest % of starters lower quartile this season (<value>).,The league is on pace for <N>th-lowest % of starters lower quartile this season (<value>).
league_year,% of starters bust,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest % of starters bust this season (<value>).,The league is on pace for <N>th-lowest % of starters bust this season (<value>).
league_year,Number of cuffs rostered,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of cuffs rostered this season (<value>).,The league is on pace for <N>th-lowest Number of cuffs rostered this season (<value>).
league_year,Number of cuffs started,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of cuffs started this season (<value>).,The league is on pace for <N>th-lowest Number of cuffs started this season (<value>).
league_year,Startup draft players remaining,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Startup draft players remaining this season (<value>).,The league is on pace for <N>th-lowest Startup draft players remaining this season (<value>).
league_year,Number of weeks missed due to injury,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of weeks missed due to injury this season (<value>).,The league is on pace for <N>th-lowest Number of weeks missed due to injury this season (<value>).
league_year,Number of weeks missed due to suspensions,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of weeks missed due to suspensions this season (<value>).,The league is on pace for <N>th-lowest Number of weeks missed due to suspensions this season (<value>).
league_year,Inseason starter turnover,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Inseason starter turnover this season (<value>).,The league is on pace for <N>th-lowest Inseason starter turnover this season (<value>).
league_year,Offseason starter turnover,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Offseason starter turnover this season (<value>).,The league is on pace for <N>th-lowest Offseason starter turnover this season (<value>).
league_year,Inseason roster turnover,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Inseason roster turnover this season (<value>).,The league is on pace for <N>th-lowest Inseason roster turnover this season (<value>).
league_year,Offseason roster turnover,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Offseason roster turnover this season (<value>).,The league is on pace for <N>th-lowest Offseason roster turnover this season (<value>).
league_year,Number of Add/Drops,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of Add/Drops this season (<value>).,The league is on pace for <N>th-lowest Number of Add/Drops this season (<value>).
league_year,Number of waiver adds,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of waiver adds this season (<value>).,The league is on pace for <N>th-lowest Number of waiver adds this season (<value>).
league_year,Number of free agency adds,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",as-is (rate/level),The league is on pace for <N>th-highest Number of free agency adds this season (<value>).,The league is on pace for <N>th-lowest Number of free agency adds this season (<value>).
league_year,Number of pure drops,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Number of pure drops this season (<value>).,The league is on pace for <N>th-lowest Number of pure drops this season (<value>).
league_year,Offseason trades,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Offseason trades this season (<value>).,The league is on pace for <N>th-lowest Offseason trades this season (<value>).
league_year,Inseason trades,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Inseason trades this season (<value>).,The league is on pace for <N>th-lowest Inseason trades this season (<value>).
league_year,Total trades,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Total trades this season (<value>).,The league is on pace for <N>th-lowest Total trades this season (<value>).
league_year,Total transactions,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Total transactions this season (<value>).,The league is on pace for <N>th-lowest Total transactions this season (<value>).
league_year,Amount of FAAB spent,"yearly on-pace (from week 5; top/bottom floor(#seasons/3), capped at 5)",scaled by weeks played,The league is on pace for <N>th-highest Amount of FAAB spent this season (<value>).,The league is on pace for <N>th-lowest Amount of FAAB spent this season (<value>).
player_week,Age,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Age this week (<value>) is the <N>th-highest single week ever.,<player>'s Age this week (<value>) is the <N>th-lowest single week ever.
player_week,Points,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Points this week (<value>) is the <N>th-highest single week ever.,<player>'s Points this week (<value>) is the <N>th-lowest single week ever.
player_week,% of points (if starter),single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s % of points (if starter) this week (<value>) is the <N>th-highest single week ever.,<player>'s % of points (if starter) this week (<value>) is the <N>th-lowest single week ever.
player_week,Positional scoring percentile,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Positional scoring percentile this week (<value>) is the <N>th-highest single week ever.,<player>'s Positional scoring percentile this week (<value>) is the <N>th-lowest single week ever.
player_week,Difference from best startable bench (if starter),single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Difference from best startable bench (if starter) this week (<value>) is the <N>th-highest single week ever.,<player>'s Difference from best startable bench (if starter) this week (<value>) is the <N>th-lowest single week ever.
player_week,Difference from worst benchable starter (if bench),single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Difference from worst benchable starter (if bench) this week (<value>) is the <N>th-highest single week ever.,<player>'s Difference from worst benchable starter (if bench) this week (<value>) is the <N>th-lowest single week ever.
player_week,Difference in averages of best/worst startables over previous 5 games,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Difference in averages of best/worst startables over previous 5 games this week (<value>) is the <N>th-highest single week ever.,<player>'s Difference in averages of best/worst startables over previous 5 games this week (<value>) is the <N>th-lowest single week ever.
player_week,Difference in averages of best/worst startables over previous 5 games adjusted by position,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Difference in averages of best/worst startables over previous 5 games adjusted by position this week (<value>) is the <N>th-highest single week ever.,<player>'s Difference in averages of best/worst startables over previous 5 games adjusted by position this week (<value>) is the <N>th-lowest single week ever.
player_week,Cuff adjusted difference,single-week record (top/bottom 5 of all weeks ever),n/a,<player>'s Cuff adjusted difference this week (<value>) is the <N>th-highest single week ever.,<player>'s Cuff adjusted difference this week (<value>) is the <N>th-lowest single week ever.
